id,project_code,price_quot_number,po_so_number,asn_dn,country,managed_by,fulfill_via,vendor_inco_term,shipment_mode,pq_first_sent_to_client_date,po_sent_to_vendor_date,scheduled_delivery_date,delivered_to_client_date,delivery_recorded_date,late_deliveries,product_group,sub_classification,vendor,item_description,molecule_test_type,brand,dosage,dosage_form,unit_of_measure_per_pack,line_item_quantity,line_item_value,pack_price,unit_price,manufacturing_site,first_line_designation,weight_in_kgs,freight_cost_in_usd,line_item_insurance_in_usd
11100,110-ZM-T01,NULL,SO-310,DN-122,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-04,2007-05-04,2007-05-04,0,ARV,Adult,"SCMS from RDC","Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,1000,35800.00,35.80,0.60,"Aurobindo Unit III, India",Yes,4436.000,18375.70,NULL
11101,110-ZM-T01,NULL,SO-310,DN-122,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-04,2007-05-04,2007-05-04,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,50112,814821.12,16.26,0.54,"Aurobindo Unit III, India",No,NULL,NULL,NULL
11102,100-CI-T01,NULL,SO-392,DN-53,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-04,2007-05-04,2007-05-04,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,10000,162500.00,16.25,0.54,"Aurobindo Unit III, India",Yes,901.000,3006.00,NULL
11105,112-NG-T01,NULL,SO-329,DN-132,Nigeria,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-23,2007-05-23,2007-05-23,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine+Nevirapine 150/300+200mg, tablets, co-blister, 60+60 Tabs",Lamivudine/Zidovudine+Nevirapine,Generic,150/300+200mg,"Tablet - FDC + co-blister",120,5709,117034.50,20.50,0.17,"Aspen-OSD, Port Elizabeth, SA",Yes,1238.000,6433.28,NULL
11107,111-MZ-T01,NULL,SO-545,DN-137,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-06-01,2007-06-01,2007-06-01,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25003,418800.25,16.75,0.56,"Aurobindo Unit III, India",Yes,2177.000,2912.01,NULL
11109,111-MZ-T01,NULL,SO-293,DN-44,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-04-17,2007-04-17,2007-04-17,0,ARV,Pediatric,"SCMS from RDC","Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,"Oral solution",240,460,9683.00,21.05,0.09,"Aurobindo Unit III, India",No,NULL,NULL,NULL
11112,100-BW-T01,NULL,SO-426,DN-84,Botswana,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-04-27,2007-04-27,2007-04-27,0,HRDT,"HIV test","SCMS from RDC","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit, 100 Tests","HIV 1/2, OraQuick Advance HIV Rapid Antibody Kit",OraQuick,NULL,"Test kit",100,30,12000.00,400.00,4.00,"Pacific Biotech, Thailand",Yes,72.000,947.05,NULL
11113,100-CI-T01,NULL,SO-394,DN-61,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-04,2007-05-04,2007-05-04,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,10000,102500.00,10.25,0.17,"Aurobindo Unit III, India",Yes,980.000,3179.00,NULL
11114,110-ZM-T01,NULL,SO-211,DN-104,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-03,2007-05-03,2007-05-03,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,50549,518127.25,10.25,0.17,"Aurobindo Unit III, India",Yes,4680.000,19288.91,NULL
11115,111-MZ-T01,NULL,SO-500,DN-152,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-06-08,2007-06-08,2007-06-08,0,ARV,Adult,"SCMS from RDC","Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,4444,159095.20,35.80,0.60,"Aurobindo Unit III, India",Yes,633.000,NULL,NULL
11117,104-CI-T01,NULL,SO-586,DN-194,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-06-28,2007-06-28,2007-06-28,0,ARV,Adult,"SCMS from RDC","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,4000,164400.00,41.10,0.34,"ABBVIE Ludwigshafen Germany",Yes,1015.000,3256.00,263.04
11118,104-CI-T01,NULL,SO-586,DN-194,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-06-28,2007-06-28,2007-06-28,0,ARV,Adult,"SCMS from RDC","Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,2000,71600.00,35.80,0.60,"Aurobindo Unit III, India",No,NULL,NULL,114.56
11119,104-CI-T01,NULL,SO-625,DN-166,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-06-21,2007-06-21,2007-06-21,0,ARV,Adult,"SCMS from RDC","Indinavir 400mg [Crixivan], capsules, 180 Caps",Indinavir,Crixivan,400mg,Capsule,180,4402,220100.00,50.00,0.28,"MSD Elkton USA",Yes,994.000,3501.00,NULL
11122,104-CI-T01,NULL,SO-687,DN-206,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-07-10,2007-07-10,2007-07-10,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,4515,10113.60,2.24,0.07,"Aurobindo Unit III, India",Yes,259.000,1574.00,16.18
11128,110-ZM-T01,NULL,SO-209,DN-205,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-06-20,2007-06-20,2007-06-20,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,66370,680292.50,10.25,0.17,"Aurobindo Unit III, India",Yes,6243.000,25729.70,1088.47
11130,104-CI-T01,NULL,SO-560,DN-146,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-05-16,2007-05-16,2007-05-16,0,ARV,Adult,"SCMS from RDC","Abacavir 300mg, tablets, 60 Tabs",Abacavir,Generic,300mg,Tablet,60,1200,42960.00,35.80,0.60,"Aurobindo Unit III, India",No,NULL,NULL,NULL
11133,112-NG-T01,NULL,SO-663,DN-190,Nigeria,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-06-26,2007-06-26,2007-06-26,0,ARV,Adult,"SCMS from RDC","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,700,1064.00,1.52,0.03,"Strides, Bangalore, India.",No,NULL,NULL,1.70
11135,111-MZ-T01,NULL,SO-580,DN-208,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-07-12,2007-07-12,2007-07-12,0,ARV,Pediatric,"SCMS from RDC","Abacavir 20mg/ml, oral solution, Bottle, 240 ml",Abacavir,Generic,20mg/ml,"Oral solution",240,397,8356.85,21.05,0.09,"Aurobindo Unit III, India",Yes,141.000,411.07,13.37
11136,112-NG-T01,NULL,SO-563,DN-209,Nigeria,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-07-03,2007-07-03,2007-07-03,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,1319,9892.50,7.50,0.12,"Cipla, Goa, India",Yes,1656.000,8331.36,15.83
11137,112-NG-T01,NULL,SO-563,DN-209,Nigeria,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-07-03,2007-07-03,2007-07-03,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/40mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/40mg,"Tablet - FDC",60,1018,7838.60,7.70,0.13,"Cipla, Goa, India",No,NULL,NULL,12.54
11138,109-TZ-T01,NULL,SO-441,DN-246,Tanzania,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-08-13,2007-08-13,2007-08-13,0,ARV,Adult,"SCMS from RDC","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,3000,123300.00,41.10,0.34,"ABBVIE Ludwigshafen Germany",Yes,1422.000,4198.00,197.28
11139,109-TZ-T01,NULL,SO-496,DN-247,Tanzania,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-07-30,2007-07-30,2007-07-30,0,ARV,Adult,"SCMS from RDC","Ritonavir 100mg [Norvir], capsules, cool, 4 x 84 Caps",Ritonavir,Norvir,100mg,Capsule,336,157,6022.52,38.36,0.11,"ABBVIE (Abbott) Logis. UK",Yes,547.000,2094.00,9.64
11140,104-CI-T01,NULL,SO-701,DN-271,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-08-14,2007-08-14,2007-08-14,0,ARV,Adult,"SCMS from RDC","Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,"Tablet - FDC",30,86821,173642.00,2.00,0.07,"Cipla, Goa, India",Yes,5697.000,14893.00,277.83
11141,104-CI-T01,NULL,SO-817,DN-274,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-08-14,2007-08-14,2007-08-14,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,32436,243270.00,7.50,0.12,"Cipla, Goa, India",Yes,3203.000,8258.00,389.23
11142,100-HT-T01,NULL,SO-831,DN-278,Haiti,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-08-07,2007-08-07,2007-08-07,0,HRDT,"HIV test","SCMS from RDC","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,NULL,"Test kit",100,75,10425.00,139.00,1.39,"Trinity Biotech, Plc",Yes,50.000,791.84,16.68
11144,111-MZ-T01,NULL,SO-502,DN-282,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-10-10,2007-10-10,2007-10-10,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,400,6780.00,16.95,0.19,"Aurobindo Unit III, India",Yes,3340.000,3438.84,10.85
11146,107-RW-T01,NULL,SO-756,DN-238,Rwanda,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-07-16,2007-07-16,2007-07-16,0,HRDT,"HIV test","SCMS from RDC","HIV 1/2, Capillus HIV Kit, 100 Tests","HIV 1/2, Capillus HIV Kit",Capillus,NULL,"Test kit",100,150,20850.00,139.00,1.39,"Trinity Biotech, Plc",Yes,130.000,1676.91,33.36
11147,104-CI-T01,NULL,SO-529,DN-250,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-07-27,2007-07-27,2007-07-27,0,HRDT,"HIV test","SCMS from RDC","HIV 2, New LAV Blot 2 HIV Kit, 18 Tests","HIV 2, New LAV Blot 2 HIV Kit",LAV,NULL,"Test kit",18,12,3698.04,308.17,17.12,"Bio-Rad Laboratories",Yes,46.000,1607.00,5.92
11151,104-CI-T01,NULL,SO-922,DN-318,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-09-10,2007-09-10,2007-09-10,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,25037,407101.62,16.26,0.54,"Aurobindo Unit III, India",Yes,2213.000,18101.32,651.36
11153,109-TZ-T01,NULL,SO-456,DN-291,Tanzania,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-08-29,2007-08-29,2007-08-29,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,23814,387215.64,16.26,0.54,"Aurobindo Unit III, India",Yes,2102.000,5834.00,619.55
11154,111-MZ-T01,NULL,SO-298,DN-304,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-09-21,2007-09-21,2007-09-21,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,271,4593.45,16.95,0.19,"Aurobindo Unit III, India",No,NULL,NULL,7.35
11156,114-UG-T01,NULL,SO-896,DN-297,Uganda,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-10-17,2007-10-17,2007-10-17,0,ARV,Adult,"SCMS from RDC","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,294,446.88,1.52,0.03,"Strides, Bangalore, India.",Yes,14.000,632.60,0.72
11160,114-UG-T01,NULL,SO-1080,DN-362,Uganda,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-05,2007-11-05,2007-11-05,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,1717,21325.14,12.42,0.41,"Strides, Bangalore, India.",No,NULL,NULL,34.12
11161,110-ZM-T01,NULL,SO-940,DN-366,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-09-27,2007-09-27,2007-09-27,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,85000,289000.00,3.40,0.06,"Aurobindo Unit III, India",Yes,14311.000,63886.29,462.40
11162,110-ZM-T01,NULL,SO-940,DN-366,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-09-27,2007-09-27,2007-09-27,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,69783,1360768.50,19.50,0.65,"Cipla, Goa, India",No,NULL,NULL,2177.23
11173,111-MZ-T01,NULL,SO-924,DN-344,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-10-05,2007-10-05,2007-10-05,0,ARV,Adult,"SCMS from RDC","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,200,608.00,3.04,0.05,"Aurobindo Unit III, India",Yes,4241.000,25442.00,0.97
11174,117-ET-T01,NULL,SO-914,DN-332,Ethiopia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-09-04,2007-09-04,2007-09-04,0,ARV,Adult,"SCMS from RDC","Lamivudine 150mg, tablets, 60 Tabs",Lamivudine,Generic,150mg,Tablet,60,60029,182488.16,3.04,0.05,"Ranbaxy, Paonta Shahib, India",No,NULL,NULL,291.98
11175,104-CI-T01,NULL,SO-972,DN-327,"Côte d'Ivoire","PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-09-10,2007-09-10,2007-09-10,0,ARV,Pediatric,"SCMS from RDC","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,"Oral solution",240,4286,9214.90,2.15,0.01,"Aurobindo Unit III, India",No,NULL,NULL,14.74
11177,110-ZM-T01,NULL,SO-753,DN-395,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-11-02,2007-11-02,2007-11-02,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,2324,37184.00,16.00,0.18,"Aurobindo Unit III, India",No,NULL,NULL,59.49
11186,104-CI-T01,NULL,SO-1113,DN-385,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-10-22,2007-10-22,2007-10-22,0,HRDT,"HIV test","SCMS from RDC","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,595,42834.05,71.99,0.72,"Inverness Japan",Yes,200.000,1642.00,68.53
11187,110-ZM-T01,NULL,SO-317,DN-387,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-10-29,2007-10-29,2007-10-29,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,40761,435327.48,10.68,0.18,"Aurobindo Unit III, India",Yes,4221.000,17549.81,696.52
11188,110-ZM-T01,NULL,SO-572,DN-388,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-11-09,2007-11-09,2007-11-09,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,52864,188724.48,3.57,0.06,"Aurobindo Unit III, India",Yes,5989.000,19590.04,301.96
11189,113-ZW-T01,NULL,SO-281,DN-392,Zimbabwe,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-10-22,2007-10-22,2007-10-22,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,500,1835.00,3.67,0.06,"Aurobindo Unit III, India",Yes,47.000,707.40,2.94
11191,112-NG-T01,NULL,SO-1224,DN-410,Nigeria,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-12-04,2007-12-04,2007-12-04,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,400,6400.00,16.00,0.18,"Aurobindo Unit III, India",Yes,38.000,1161.13,10.24
11192,111-MZ-T01,NULL,SO-992,DN-427,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-22,2007-11-22,2007-11-22,0,ARV,Adult,"SCMS from RDC","Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,"Tablet - FDC",30,24140,48280.00,2.00,0.07,"Cipla, Goa, India",Yes,1434.000,3682.34,77.25
11194,104-CI-T01,NULL,SO-1245,DN-423,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-13,2007-11-13,2007-11-13,0,ARV,Adult,"SCMS from RDC","Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,"Tablet - FDC",60,3300,146850.00,44.50,0.74,"GSK Ware (UK)",Yes,2143.000,10137.04,234.96
11195,110-ZM-T01,NULL,SO-1317,DN-605,Zambia,"PMO - US","From RDC",NULL,Truck,NULL,NULL,2008-02-21,2008-02-21,2008-02-21,0,ARV,Adult,"SCMS from RDC","Nevirapine 200mg, tablets, 60 Tabs",Nevirapine,Generic,200mg,Tablet,60,9943,33806.20,3.40,0.06,"Aurobindo Unit III, India",No,NULL,NULL,54.09
11196,110-ZM-T01,NULL,SO-1419,DN-606,Zambia,"PMO - US","From RDC",NULL,Air,NULL,NULL,2008-02-20,2008-02-20,2008-02-20,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 200mg, capsule, 90 Caps",Efavirenz,Generic,200mg,Capsule,90,900,14400.00,16.00,0.18,"Aurobindo Unit III, India",Yes,109.000,919.66,23.04
11197,111-MZ-T01,NULL,SO-1039,DN-603,Mozambique,"PMO - US","From RDC",NULL,Air,NULL,NULL,2008-04-08,2008-04-08,2008-04-08,0,ARV,Adult,"SCMS from RDC","Lamivudine/Stavudine 150/30mg, tablets, 30 Tabs",Lamivudine/Stavudine,Generic,150/30mg,"Tablet - FDC",30,50000,100000.00,2.00,0.07,"Cipla, Goa, India",Yes,3584.000,8405.91,160.00
11198,114-UG-T01,NULL,SO-1300,DN-435,Uganda,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-12-10,2007-12-10,2007-12-10,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Zidovudine 150/200/300mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Zidovudine,Generic,150/300/200mg,"Tablet - FDC",60,3930,80565.00,20.50,0.34,"Aurobindo Unit III, India",No,NULL,NULL,128.90
11200,104-CI-T01,NULL,SO-1145,DN-440,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-29,2007-11-29,2007-11-29,0,ARV,Adult,"SCMS from RDC","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,14000,24500.00,1.75,0.03,"Strides, Bangalore, India.",Yes,989.000,3452.00,39.20
11201,104-CI-T01,NULL,SO-1145,DN-440,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-29,2007-11-29,2007-11-29,0,ARV,Adult,"SCMS from RDC","Stavudine 30mg, capsules, 60 Caps",Stavudine,Generic,30mg,Capsule,60,3996,6993.00,1.75,0.03,"Aurobindo Unit III, India",No,NULL,NULL,11.19
11202,104-CI-T01,NULL,SO-1103,DN-442,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-22,2007-11-22,2007-11-22,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 30mg/ml [Stocrin/Sustiva], oral solution, Bottle, 180 ml",Efavirenz,Stocrin/Sustiva,30mg/ml,"Oral solution",180,4077,69186.69,16.97,0.09,"MSD, Haarlem, NL",Yes,1554.000,4963.00,110.70
11203,106-HT-T01,NULL,SO-1288,DN-445,Haiti,"PMO - US","From RDC",NULL,Air,NULL,NULL,2008-01-22,2008-01-22,2008-01-22,0,ARV,Pediatric,"SCMS from RDC","Efavirenz 50mg, capsule, 30 Caps",Efavirenz,Generic,50mg,Capsule,30,100,224.00,2.24,0.07,"Aurobindo Unit III, India",No,NULL,NULL,0.36
11204,104-CI-T01,NULL,SO-604,DN-446,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-30,2007-11-30,2007-11-30,0,ARV,Adult,"SCMS from RDC","Abacavir/Lamivudine/Zidovudine 300/150/300mg [Trizivir], tablets, 60 Tabs",Abacavir/Lamivudine/Zidovudine,Trizivir,300/150/300mg,"Tablet - FDC",60,995,69650.00,70.00,1.17,"GSK Ware (UK)",Yes,219.000,1392.00,111.44
11205,104-CI-T01,NULL,SO-1298,DN-451,"Côte d'Ivoire","PMO - US","From RDC",NULL,Air,NULL,NULL,2008-01-17,2008-01-17,2008-01-17,0,ARV,Adult,"SCMS from RDC","Lopinavir/Ritonavir 200/50mg [Aluvia], tablets, 120 Tabs",Lopinavir/Ritonavir,Aluvia,200/50mg,Tablet,120,993,40812.30,41.10,0.34,"ABBVIE (Abbott) Logis. UK",Yes,217.000,3499.10,65.30
11206,110-ZM-T01,NULL,SO-1084,DN-453,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-12-06,2007-12-06,2007-12-06,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,96,1872.00,19.50,0.65,"Cipla, Goa, India",Yes,5.000,636.52,3.00
11207,110-ZM-T01,NULL,SO-1429,DN-470,Zambia,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-11-26,2007-11-26,2007-11-26,0,ARV,Adult,"SCMS from RDC","Efavirenz 600mg, tablets, 30 Tabs",Efavirenz,Generic,600mg,Tablet,30,84,1043.28,12.42,0.41,"Aurobindo Unit III, India",Yes,NULL,NULL,1.67
11208,112-NG-T01,NULL,SO-567,DN-475,Nigeria,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-12-03,2007-12-03,2007-12-03,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,215,2296.20,10.68,0.18,"Aurobindo Unit III, India",No,NULL,NULL,3.67
11209,112-NG-T01,NULL,SO-567,DN-475,Nigeria,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-12-03,2007-12-03,2007-12-03,0,ARV,Pediatric,"SCMS from RDC","Nevirapine 10mg/ml, oral suspension, Bottle, 240 ml",Nevirapine,Generic,10mg/ml,"Oral suspension",240,965,5983.00,6.20,0.03,"Aurobindo Unit III, India",No,NULL,NULL,9.57
11210,110-ZM-T01,NULL,SO-1362,DN-494,Zambia,"PMO - US","From RDC",NULL,NULL,NULL,NULL,2007-12-28,2007-12-28,2007-12-28,0,ARV,Pediatric,"SCMS from RDC","Lopinavir/Ritonavir 80/20mg/ml [Kaletra], oral solution, cool, Bottle 5 x 60 ml",Lopinavir/Ritonavir,Kaletra,80/20mg/ml,"Oral solution",300,630,25893.00,41.10,0.14,"ABBVIE (Abbott) Logis. UK",Yes,83.000,4522.03,41.43
11213,107-RW-T01,NULL,SO-1448,DN-500,Rwanda,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-12-05,2007-12-05,2007-12-05,0,HRDT,"HIV test","SCMS from RDC","HIV 1/2, Determine HIV Kit, without Lancets, 100 Tests","HIV 1/2, Determine HIV Kit, without Lancets",Determine,NULL,"Test kit",100,405,29155.95,71.99,0.72,"Inverness Japan",Yes,130.000,3187.18,46.65
11217,117-ET-T01,NULL,SO-1542,DN-529,Ethiopia,"PMO - US","From RDC",NULL,Air,NULL,NULL,2007-12-20,2007-12-20,2007-12-20,0,ARV,Adult,"SCMS from RDC","Lamivudine/Zidovudine 150/300mg, tablets, 60 Tabs",Lamivudine/Zidovudine,Generic,150/300mg,"Tablet - FDC",60,9692,92074.00,9.50,0.16,"Aurobindo Unit III, India",Yes,1215.000,6346.22,147.32
11219,106-HT-T01,NULL,SO-1287,DN-614,Haiti,"PMO - US","From RDC",NULL,Air,NULL,NULL,2008-03-04,2008-02-21,2008-02-21,0,ARV,Pediatric,"SCMS from RDC","Zidovudine 10mg/ml, oral solution, Bottle, 240 ml",Zidovudine,Generic,10mg/ml,"Oral solution",240,3000,6450.00,2.15,0.01,"Aurobindo Unit III, India",Yes,2584.000,26877.30,10.32
11222,112-NG-T01,NULL,SO-1570,DN-535,Nigeria,"PMO - US","From RDC",NULL,Air,NULL,NULL,2008-01-09,2008-01-09,2008-01-09,0,ARV,Adult,"SCMS from RDC","Lamivudine/Nevirapine/Stavudine 150/200/30mg, tablets, 60 Tabs",Lamivudine/Nevirapine/Stavudine,Generic,150/200/30mg,"Tablet - FDC",60,2925,21645.00,7.40,0.12,"Cipla, Goa, India",No,NULL,NULL,34.63
11223,106-HT-T01,NULL,SO-1287,DN-614,Haiti,"PMO - US","From RDC",NULL,Air,NULL,NULL,2008-03-04,2008-02-21,2008-02-21,0,ARV,Adult,"SCMS from RDC","Stavudine 15mg, capsules, 60 Caps",Stavudine,Generic,15mg,Capsule,60,120,180.00,1.50,0.02,"Aurobindo Unit III, India",No,NULL,NULL,0.29
